user_id,User hobby,Places,Genres
510,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
511,Shopping,Emporium Mall,Shopping|Music
512,Shopping,Packages Mall,Shopping|Music
513,Shopping,Liberty Market,Shopping|Music
514,Shopping,Fortress Square,Shopping|Music
515,Sports,Gaddafi Stadium,Shopping|Music
516,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
517,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
518,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
519,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
520,Music,Musically - Rooftop Restaurant,Shopping|Music
521,History Lover,Lahore Meusem,Shopping|Music
522,History Lover,National History Museum,Shopping|Music
523,History Lover,Army Museum,Shopping|Music
524,Sports,Gaddafi Stadium,Shopping|Music
525,Literature,Punjab Public Library,Shopping|Music
526,Gardening,Oasis Golf and Aqua Resort,Shopping|Music
527,Gardening,Jilani Park,Shopping|Music
528,Gardening,Model Town Park,Shopping|Music
529,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
530,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
531,Art & Calligraphy,Prime Art Gallery,Shopping|Music
532,Sports,Royal Palm Golf and Country Club,Shopping|Music
533,Sports,Oasis Golf and Aqua Resort,Shopping|Music
534,Sports,Defence Raya Golf and Country Club,Shopping|Music
535,Sports,Green Fields Country Club,Shopping|Music
536,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
537,Sports,Lahore Marina Boat Club,Shopping|Music
538,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
539,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
540,Sports,Fame Football Club,Shopping|Music
541,Sports,Punjab Athletics Stadium,Shopping|Music
542,Sports,Gaddafi Stadium,Shopping|Music
543,Sports,National Hockey Stadium,Shopping|Music
544,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
545,Sports,Fame Football Club,Shopping|Music
546,Sports,LDA Sports Complex,Shopping|Music
547,Sports,2F2F Formula Karting,Shopping|Music
548,Sports,Gaddafi Stadium,Shopping|Music
549,Sports,Arena56,Shopping|Music
550,Being Spiritual ( Religious),Shrine of Hazrat Data Ganj Bakhsh,Shopping|Music
551,Shopping,Emporium Mall,Shopping|Music
552,Shopping,Packages Mall,Shopping|Music
553,Shopping,Liberty Market,Shopping|Music
554,Shopping,Fortress Square,Shopping|Music
555,Sports,Gaddafi Stadium,Shopping|Music
556,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
557,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
558,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
559,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
560,Music,Musically - Rooftop Restaurant,Shopping|Music
561,History Lover,Lahore Meusem,Shopping|Music
562,History Lover,National History Museum,Shopping|Music
563,History Lover,Army Museum,Shopping|Music
564,Sports,Gaddafi Stadium,Shopping|Music
565,Literature,Punjab Public Library,Shopping|Music
566,Gardening,Oasis Golf and Aqua Resort,Shopping|Music
567,Gardening,Jilani Park,Shopping|Music
568,Gardening,Model Town Park,Shopping|Music
569,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
570,Art & Calligraphy,Zulfiâ€™s Art Gallery,Shopping|Music
571,Art & Calligraphy,Prime Art Gallery,Shopping|Music
572,Sports,Royal Palm Golf and Country Club,Shopping|Music
573,Sports,Oasis Golf and Aqua Resort,Shopping|Music
574,Sports,Defence Raya Golf and Country Club,Shopping|Music
575,Sports,Green Fields Country Club,Shopping|Music
576,Sports,Quaid-e-Azam International Cycling Velodrome,Shopping|Music
577,Sports,Lahore Marina Boat Club,Shopping|Music
578,Literature,Ferozsons,Shopping|Music
579,Literature,Anees Book Corner,Shopping|Music
580,Literature,Readings,Shopping|Music
581,Literature,Quaid e Azam Library,Shopping|Music
582,Literature,Punjab Public Library,Shopping|Music
583,Literature,Government Model Town Library,Shopping|Music
584,Art & Calligraphy,Ejaz Art Gallery,Shopping|Music
585,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
586,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
587,Sports,Royal Palm Golf and Country Club,Shopping|Music
588,Gardening,Shalimar Garden,Shopping|Music
589,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
590,Literature,Quaid e Azam Library,Shopping|Music
591,Literature,Punjab Public Library,Shopping|Music
592,Literature,British Council Lahore Library,Shopping|Music
593,Literature,Government Model Town Library,Shopping|Music
594,Acting & Movies,Cinestar,Shopping|Music
595,Shopping,The Arena,Shopping|Music
596,Shopping,Alhamra Arts Council,Shopping|Music
597,Shopping,Cinestar,Shopping|Music
598,Art & Calligraphy,Hamail Art Gallery,Shopping|Music
599,Art & Calligraphy,AL-Hammra Art Centre,Shopping|Music
600,Shopping,Packages Mall,Shopping|Music
601,Shopping,Emporium Mall,Shopping|Music
602,Shopping,Xinhua Mall,Shopping|Music
603,Shopping,Fortress,Shopping|Music
604,Shopping,Liberty Market,Shopping|Music
605,Reading,Quaid e Azam Library,Shopping|Music
606,Gardening,Naqsh Art Gallery,Shopping|Music
607,Music,FEELING JAZZ - YAMAHA MUSIC,Shopping|Music
608,Shopping,Gulberg Galleria,Shopping|Music
609,Shopping,Liberty Market,Shopping|Music
610,Literature,Ferozsons,Shopping|Music
611,Sports,Fame Football Club,Shopping|Music
612,Shopping,Liberty Market,Shopping|Music
613,Shopping,Anarkali,Shopping|Music
